"t","S, м²","N активних","T життя, с"
858,0.07344046168425437,12,1
859,0.07346268845227855,13,10.5
860,0.07348522937956803,11,12.5
861,0.07350478579383662,11,6.5
862,0.07352339973030915,11,2
863,0.07354382008255748,12,4.5
864,0.07356266963847902,12,3.5
865,0.07358348268980905,13,2.5
866,0.07360570945783321,13,2
867,0.07363005680089853,14,2
868,0.07365668179863769,15,3
869,0.07368574153068339,16,2.5
870,0.07371582228034153,15,4
871,0.07374645280871403,14,0.5
872,0.07376899373600355,11,2
873,0.07379334107906886,12,2.5
874,0.07381564638690935,10,15
875,0.07383960103089295,11,3
876,0.07386096386093739,10,2.5
877,0.07388397602712492,11,6.5
878,0.07390023376910725,9,1.5
879,0.07391303575917063,9,0.5
880,0.07392371717419285,8,1.5
881,0.07393329903178629,6,7.5
882,0.07394390190699214,7,2
883,0.07395513310072875,7,4.5
884,0.07396306562217905,7,9.5
885,0.07396817071024114,7,2
886,0.07397374703720125,7,3
887,0.07398050146140649,8,2.5
888,0.07398859106248948,9,1.5
889,0.07399746606173585,9,12.5
890,0.07400571274245155,9,10.5
891,0.07401490190096328,9,3
892,0.07402220610388288,7,2.5
893,0.07403068840404757,8,9
894,0.07404050588109004,9,3
895,0.07405181561464297,10,6
896,0.07406233995003249,10,12
897,0.074072628665973,9,3.5
898,0.07408440963842394,10,7
899,0.07409783994701805,11,5.5
900,0.07411205565377554,11,14.5
901,0.07412807777630885,12,2
902,0.07414606339425066,13,3
903,0.07416310653439637,13,2
904,0.07417630122354145,12,5.5
905,0.07419075254974795,12,6
906,0.07420716737136299,13,3.5
907,0.0742230324142636,12,8
908,0.07423983993496029,12,2.5
909,0.0742586109510655,13,2.5
910,0.07427769612643606,13,1.5
911,0.07429261869154062,12,9.5
912,0.07430722709737982,12,1.5
913,0.0743212071846883,10,26.5
914,0.07433196713952685,9,7.5
915,0.07434186315638565,8,3.5
916,0.07435309435012225,9,2.5
917,0.0743638543049608,9,11.5
918,0.0743761065163098,10,6
919,0.07439000806380193,11,8
920,0.07440186757606924,11,6.5
921,0.07441466956613262,11,0.5
922,0.0744278642552777,10,11
923,0.0744401164666267,10,0.5
924,0.07445378239466983,10,1
925,0.07446909765885606,11,4
926,0.07448582663973642,11,2.5
927,0.07450436203639259,12,5
928,0.07452486092845728,13,4.5
929,0.07454041181209256,12,1
930,0.07455289964289058,11,10
931,0.07456593725240299,10,3
932,0.0745806241980585,11,8.5
933,0.07459366180757092,10,2.5
934,0.07460834875322644,11,5.5
935,0.07462225030071856,11,3.5
936,0.07463795826398652,12,2.5
937,0.07465146711239694,10,4.5
938,0.07466576135897078,10,14.5
939,0.07468170494168774,11,7.5
940,0.07469576356881255,11,7
941,0.07471076467373347,11,2
942,0.07472639409718505,11,0.5
943,0.07474359431696348,11,3
944,0.0747590666607824,11,14
945,0.07477383214625426,10,1.5
946,0.07478875471135882,10,4.5
947,0.0748053266126065,11,1.5
948,0.07482315515091562,11,0.5
949,0.07483878457436724,9,2.5
950,0.074852136343145,8,2.5
951,0.07486682328880052,9,17
952,0.07488300249096651,10,2.5
953,0.07490083102927564,11,3
954,0.07491488965640046,9,4
955,0.07492808434554554,8,1.5
956,0.07494261421156839,9,3.5
957,0.07495777239612197,9,13
958,0.07497387305847163,9,4
959,0.07499044495971928,9,9
960,0.07500850911747745,10,7
961,0.07502822261137872,11,6
962,0.07504840734417804,11,1
963,0.07506922039550808,11,3
964,0.07509144716353222,11,1
965,0.07511548034733216,12,5
966,0.07513134539023278,10,1.5
967,0.07514422592011252,10,4
968,0.07515875578613536,11,2.5
969,0.07517352127160723,10,4
970,0.07518993609322223,11,0.5
971,0.07520792171116407,11,2
972,0.07522323697535029,11,0.5
973,0.07523729560247513,9,4
974,0.07525056883143653,9,3
975,0.07526164294554046,7,2.5
976,0.07527389515688945,8,3.5
977,0.0752832413950339,7,4.5
978,0.0752937657304234,8,1.5
979,0.07530562524269072,9,0.5
980,0.07531685643642731,7,6
981,0.07532738077181682,6,8
982,0.07533892612481878,7,1.5
983,0.07534630886755472,6,2
984,0.07535471262790308,7,2.5
985,0.0753583254594547,6,1.5
986,0.07536146705210829,6,1.5
987,0.07536492280402725,6,3
988,0.07536884979484423,6,4.5
989,0.07537238408657952,5,2
990,0.07537678231629455,6,6
991,0.075382201563622,7,2.5
992,0.07538683541278605,7,3
993,0.0753909194832357,6,8
994,0.0753960245712978,7,2.5
995,0.07540230775660497,8,6
996,0.0754090621808102,8,2
997,0.07541306771144352,7,2.5
998,0.07541723032170951,7,9.5
999,0.0754217070912409,7,1
1000,0.07542665509967028,7,4.5
1001,0.07543238850626309,7,2.5
1002,0.07543647257671277,6,8
1003,0.07544157766477483,7,2
1004,0.07544786085008204,8,17.5
1005,0.07545547921226697,9,2
1006,0.07546372589298267,9,5
1007,0.07547079447645323,8,8.5
1008,0.07547919823680159,9,4
1009,0.07548430332486367,7,4
1010,0.07549058651017085,8,4.5
1011,0.0754982048723558,9,2
1012,0.0755073154910512,10,5
1013,0.07551807544588976,11,2
1014,0.07553064181650411,12,2.5
1015,0.07554446482417991,12,0.5
1016,0.07555703119479429,10,3.5
1017,0.07556614181348967,8,1.5
1018,0.07557399579512367,8,1
1019,0.07558082875914521,7,8
1020,0.07558789734261578,6,8
1021,0.07559598694369878,7,8
1022,0.07560360530588374,7,3
1023,0.0756112236680687,7,0.5
1024,0.07561703561447786,6,24
1025,0.0756238685784994,7,0.5
1026,0.07563164402031705,7,3.5
1027,0.07564059755937977,8,6
1028,0.07564986525770785,8,3
1029,0.0756604681329137,9,0.5
1030,0.07567232764518105,9,2
1031,0.07568567941395878,10,4.5
1032,0.07570068051887968,11,5.5
1033,0.07571630994233128,11,1
1034,0.07573201790559922,10,1
1035,0.0757463906919894,9,2.5
1036,0.07575927122186908,8,7
1037,0.07577089511468738,8,3
1038,0.07578385418438345,9,10.5
1039,0.07579076568822134,8,2.5
1040,0.07579665617444682,7,0.5
1041,0.07580348913846839,7,3.5
1042,0.07581150019973504,8,4.5
1043,0.07581801900449123,7,0.5
1044,0.07582461634906379,6,0.5
1045,0.07583199909179972,6,4
1046,0.07584040285214805,7,3.5
1047,0.07584998470974152,8,1.5
1048,0.07585972364696765,8,6.5
1049,0.07587079776107157,9,1
1050,0.07588053669829768,8,3
1051,0.07588972585680942,7,2
1052,0.07590009311256629,8,13.5
1053,0.07590928227107802,7,5
1054,0.07591964952683489,8,2
1055,0.07593064510112245,8,8.5
1056,0.07594195483467536,8,2
1057,0.07595459974510606,9,10.5
1058,0.07596803005370016,9,5.5
1059,0.07597957540670212,9,2
1060,0.07599190615786744,9,3.5
1061,0.07600360859050206,9,8
1062,0.07601680327964713,10,17.5
1063,0.07602929111044515,9,8.5
1064,0.07604327119775364,10,4
1065,0.07605890062120524,11,1
1066,0.07607633646043266,12,9.5
1067,0.07609416499874178,11,9.5
1068,0.07611379995282673,12,5
1069,0.07613359198654433,12,3
1070,0.07615534751567045,13,3
1071,0.07617922361983771,14,3
1072,0.07619367494604425,12,3
1073,0.07621008976765925,13,6
1074,0.07622862516431543,14,1
1075,0.07624841719803303,14,4
1076,0.07626907316973035,13,6
1077,0.07628823688491726,12,3
1078,0.07630331652965448,10,3
1079,0.07631572582063618,10,4
1080,0.0763270355541891,10,1
1081,0.07633999462388515,11,4.5
1082,0.07635436741027532,11,2
1083,0.0763681904179511,10,6
1084,0.07638264174415761,10,3.5
1085,0.07639371585826155,9,5
1086,0.07640251231769157,8,0.5
1087,0.07641107315767265,7,20
1088,0.07641884859949026,7,2
1089,0.07642780213855299,8,1.5
1090,0.07643659859798305,8,11.5
1091,0.07644555213704578,8,0.5
1092,0.07645434859647583,6,9.5
1093,0.0764641660735183,7,4
1094,0.07647516164780588,8,0.5
1095,0.07648364394797057,6,6
1096,0.07649314726574769,7,6.5
1097,0.07649825235380976,7,2
1098,0.07650453553911694,8,0.5
1099,0.0765119182818529,8,3
1100,0.07652063620146658,9,5
1101,0.07652880434236593,8,4.5
1102,0.07653830766014304,9,1
1103,0.07654930323443061,10,1
1104,0.07656155544577958,10,6
1105,0.07657404327657759,9,9
1106,0.07658802336388608,10,1
1107,0.07660168929192922,10,1.5
1108,0.07661661185703374,10,2.5
1109,0.07663106318324024,10,9
1110,0.07664347247422194,8,1.5
1111,0.07665415388924414,8,2
1112,0.07666617048114412,9,5
1113,0.07667457424149247,7,3.5
1114,0.07668415609908591,8,4
1115,0.0766943662752101,8,5.5
1116,0.07670394813280355,8,2.5
1117,0.07671486516727476,9,7
1118,0.07672727445825646,10,10
1119,0.07674133308538127,11,11
1120,0.0767560200310368,11,5
1121,0.07677164945448843,11,4.5
1122,0.07678610078069494,10,5.5
1123,0.07679929546984002,10,1
1124,0.07681413949512822,11,3.5
1125,0.07683039723711053,11,3.5
1126,0.07684665497909286,11,6
1127,0.0768554514385229,10,1
1128,0.0768658972340961,11,7
1129,0.07687775674636338,11,2
1130,0.07688828108175291,10,3
1131,0.07689699900136662,9,4.5
1132,0.07690603108024571,9,2
1133,0.07691404214151235,8,0.5
1134,0.07692315276020778,8,2.5
1135,0.07693359855578095,9,3
1136,0.07694380873190511,8,5
1137,0.07695535408490707,9,4
1138,0.07696320806654104,8,8.5
1139,0.07697153328707307,8,1
1140,0.07697970142797238,8,4
1141,0.07698425673732007,6,0.5
1142,0.07698731979015734,5,11
1143,0.07699124678097431,6,1
1144,0.07699619478940373,7,2.5
1145,0.07700059301911873,6,1.5
1146,0.07700436293030305,6,5.5
1147,0.07700915385909976,7,1.5
1148,0.07701323792954945,6,9.5
1149,0.0770174790796318,6,8.5
1150,0.07702219146861218,6,4.5
1151,0.07702792487520498,7,7.5
1152,0.07703483637904289,8,1
1153,0.07704308305975856,9,6.5
1154,0.07705242929790297,9,0.5
1155,0.07706028327953697,8,4
1156,0.0770694724380487,9,6
1157,0.0770783474372951,9,12
1158,0.07708871469305192,10,2.5
1159,0.07709923902844147,10,9.5
1160,0.07711141269997412,11,2
1161,0.07712539278728259,12,7.5
1162,0.07714133636999958,13,2.5
1163,0.0771572014129002,12,11
1164,0.07717078880112696,11,1.5
1165,0.07718618260512956,12,0.5
1166,0.07719600008217203,9,2
1167,0.0772028330461936,7,1
1168,0.07720888061205176,7,4
1169,0.0772157135760733,7,1.5
1170,0.07722301777899292,7,1.5
1171,0.07723150007915759,8,3
1172,0.0772407677774857,8,1
1173,0.07725082087397718,8,2
1174,0.07726181644826476,8,2
1175,0.0772741471994301,9,0.5
1176,0.07728396467647257,7,1
1177,0.07729323237480065,6,1
1178,0.07729935848047513,4,3.5
1179,0.07730579874541499,4,8
1180,0.07731294586870192,5,2
1181,0.07731710847896793,5,3.5
1182,0.07732213502721368,6,0.5
1183,0.07732794697362283,6,12
1184,0.07733407307929731,6,6.5
1185,0.07733650781360386,5,0.5
1186,0.07733957086644111,5,1
1187,0.0773434978572581,6,7
1188,0.0773468750693607,5,8
1189,0.07735111621944304,6,6
1190,0.07735637838713783,7,1.5
1191,0.07736281865207767,8,14
1192,0.0773705940938953,9,3.5
1193,0.07737931201350902,9,4
1194,0.07738952218963319,10,5.5
1195,0.07739878988796128,10,5.5
1196,0.07740970692243249,11,2.5
1197,0.07742030979763835,11,7.5
1198,0.07743271908862004,12,8
1199,0.07744591377776512,12,3
1200,0.0774610719623187,13,0.5
1201,0.0774716748375246,9,6
1202,0.07748376996924089,10,1.5
1203,0.07749751443710035,11,1.5
1204,0.07751047350679639,11,3.5
1205,0.07752186178016565,9,7
1206,0.07753238611555517,8,1
1207,0.07754039717682185,8,4
1208,0.07754935071588458,8,0.5
1209,0.07755940381237607,8,6.5
1210,0.07757079208574531,9,3.5
1211,0.07758249451837997,9,6.5
1212,0.07759325447321849,9,1.5
1213,0.077603543189159,9,0.5
1214,0.07761249672822175,8,1.5
1215,0.0776209004885701,7,2.5
1216,0.07763048234616356,8,4
1217,0.07763967150467531,7,2.5
1218,0.07765003876043215,8,0.5
1219,0.07765475114941255,6,5.5
1220,0.07765962061802562,6,3.5
1221,0.07766551110425109,7,5.5
1222,0.07766959517470078,6,4.5
1223,0.07767470026276285,7,12
1224,0.07767752769615108,6,10
1225,0.07768137614715173,7,10
1226,0.07768640269539748,8,10
1227,0.0776915863232759,8,6.5
1228,0.0776981051280321,9,1
1229,0.07770611618929875,10,2.5
1230,0.07771357747185101,9,9
1231,0.07772103875440328,9,3
1232,0.07772818587769019,9,4
1233,0.07773682525748757,10,7
1234,0.07774625003544834,10,2.5
1235,0.07775732414955223,11,4
1236,0.07777020467943196,12,5.5
1237,0.07778402768710775,12,0.5
1238,0.07779957857074303,12,2.5
1239,0.07781622901180706,12,1
1240,0.07783138719636062,11,0.5
1241,0.0778477234781593,10,3
1242,0.0778657090961011,11,1.5
1243,0.07788330201496121,10,7.5
1244,0.07789932413749451,10,7.5
1245,0.07791322568498664,9,3.5
1246,0.0779253993565193,9,0.5
1247,0.07792987612605069,5,5.5
1248,0.0779323108603572,5,12.5
1249,0.07793560953264349,6,1
1250,0.07793992922254217,7,1
1251,0.07794503431060425,7,0.5
1252,0.0779495110801356,5,7.5
1253,0.0779548517876467,6,6
1254,0.07796121351277024,7,12.5
1255,0.07796875333513885,8,0.5
1256,0.07797739271493623,8,2
1257,0.07798736727161136,9,1.5
1258,0.07799459293471463,8,1.5
1259,0.07800071904038913,8,0.5
1260,0.07800668806643096,6,9
1261,0.0780131283313708,6,2
1262,0.07802058961392308,7,2
1263,0.07802922899372046,8,2.5
1264,0.07803920355039562,9,1
1265,0.07804800000982567,8,4
1266,0.07805703208870474,7,2.5
1267,0.07806480753052238,7,7
1268,0.07807289713160537,7,1
1269,0.07808216482993345,8,1.5
1270,0.0780923750060576,8,6
1271,0.07810305642107986,8,3.5
1272,0.07811452323426543,8,10
1273,0.07812198451681772,7,2.5
1274,0.0781306238966151,8,4
1275,0.07814059845329022,9,3.5
1276,0.07815206526647583,10,5
1277,0.07816518141580459,11,5
1278,0.07817515597247975,9,8
1279,0.078182617255032,9,5.5
1280,0.07819157079409474,10,2
1281,0.07819989601462676,10,0.5
1282,0.07820515818232154,7,6
1283,0.0782115984472614,8,4
1284,0.07821866703073196,8,2.5
1285,0.07822707079108032,9,7
1286,0.07823531747179599,9,3
1287,0.07824340707287897,9,3
1288,0.07825298893047243,10,0.5
1289,0.0782631205667803,9,4
1290,0.07827293804382272,9,0.5
1291,0.07828267698104888,8,5
1292,0.0782895099450704,7,3
1293,0.07829649998872465,7,1.5
1294,0.07830011282027627,6,1
1295,0.07830474666944033,7,0.5
1296,0.07830938051860438,5,3.5
1297,0.07831354312887037,5,1
1298,0.0783175486595037,5,7
1299,0.0783197477743612,4,2.5
1300,0.07832265374756578,5,5.5
1301,0.07832477432260694,5,2.5
1302,0.07832775883562787,6,9
1303,0.0783305862690161,6,4.5
1304,0.07833357078203702,6,7.5
1305,0.07833757631267034,7,2
1306,0.07834189600256904,7,1
1307,0.07834739378971281,8,2
1308,0.07835383405465265,8,3.5
1309,0.07836090263812324,8,6
1310,0.07836930639847159,9,4
1311,0.07837668914120752,8,2
1312,0.07838163714963692,7,3
1313,0.07838776325531142,8,0.5
1314,0.07839498891841469,8,1
1315,0.07840166480280357,7,4.5
1316,0.07840912608535584,7,2.5
1317,0.0784177654651532,8,1.5
1318,0.07842538382733816,7,9.5
1319,0.07843174555246168,7,2
1320,0.07843582962291136,6,1.5
1321,0.07843810727758523,5,2.5
1322,0.07844124887023882,6,1.5
1323,0.07844415484344337,5,8
1324,0.07844643249811724,5,0.5
1325,0.07844878869260745,4,3.5
1326,0.07845098780746494,4,3
1327,0.07845389378066953,5,7
1328,0.07845766369185382,6,1.5
1329,0.07846245462065057,7,1.5
1330,0.07846842364669238,8,7
1331,0.0784751780708976,8,5
1332,0.0784805187784087,6,2.5
1333,0.07848688050353222,7,1
1334,0.07849442032590086,8,3.5
1335,0.07850290262606552,8,1
1336,0.078512720103108,9,2
1337,0.07851971014676223,7,5.5
1338,0.07852787828766157,8,6.5
1339,0.07853478979149944,8,3.5
1340,0.07854232961386808,8,5
1341,0.0785460995250524,6,7.5
1342,0.07855089045384911,7,2.5
1343,0.07855685947989094,8,0.5
1344,0.07856165040868768,7,1.5
1345,0.07856761943472948,8,4.5
1346,0.07857374554040399,8,0.5
1347,0.07857955748681315,6,1.5
1348,0.07858458403505887,6,3.5
1349,0.07859063160091705,7,10.5
1350,0.07859565814916278,6,3.5
1351,0.07859958513997978,6,4.5
1352,0.07860453314840919,7,2
1353,0.07861065925408367,8,0.5
1354,0.07861639266067649,7,8
1355,0.07862212606726929,7,5.5
1356,0.0786258959784536,6,3.5
1357,0.07862950881000523,6,10
1358,0.07863414265916928,7,8
1359,0.0786399546055784,8,2
1360,0.07864560947235488,8,10
1361,0.07865259951600911,9,1.5
1362,0.0786610818161738,10,7
1363,0.07866932849688947,9,9
1364,0.07867851765540124,9,2.5
1365,0.07868919907042343,10,1.5
1366,0.07869972340581297,10,6
1367,0.07871189707734562,11,6
1368,0.07872532738593972,11,1
1369,0.07873970017232991,11,3.5
1370,0.07874951764937235,9,0.5
1371,0.07876059176347627,9,5.5
1372,0.07877315813409061,10,12
1373,0.07878737384084813,11,3.5
1374,0.07880080414944221,11,2.5
1375,0.07881604087381212,12,2.5
1376,0.07882978534167158,11,1.5
1377,0.07884211609283694,11,8
1378,0.0788542897643696,11,9.5
1379,0.07886489263957548,9,1.5
1380,0.07887172560359704,7,4.5
1381,0.07887683069165913,7,7.5
1382,0.07888075768247611,6,6.5
1383,0.07888570569090553,7,6
1384,0.07889183179658003,8,3
1385,0.0788992930791323,9,2.5
1386,0.07890824661819502,10,5.5
1387,0.07891884949340089,11,0.5
1388,0.07893102316493357,11,9.5
1389,0.07894351099573158,11,5
1390,0.07895592028671325,10,7
1391,0.07896997891383804,11,3.5
1392,0.0789858439567387,12,1
1393,0.07900108068110859,12,3.5
1394,0.07901788820180529,12,1
1395,0.07903257514746084,11,5
1396,0.07904239262450329,9,4.5
1397,0.07904883288944316,8,0.5
1398,0.07905519461456667,7,5
1399,0.07906108510079217,7,2
1400,0.07906697558701764,7,3
1401,0.07907404417048823,8,3.5
1402,0.07908244793083659,9,1.5
1403,0.07909163708934831,9,6.5
1404,0.07910004084969668,9,6.5
1405,0.07910624549518752,7,8
1406,0.07911260722031102,7,6.5
1407,0.07911708398984241,7,2.5
1408,0.07911991142323063,6,1.5
1409,0.07912375987423129,7,0.5
1410,0.07912855080302802,7,4
1411,0.07913397005035545,7,4.5
1412,0.07913970345694826,7,1
1413,0.07914661496078615,8,7.5
1414,0.07915446894242012,8,2.5
1415,0.07916365810093187,9,1.5
1416,0.0791722189409129,9,6
1417,0.07918015146236324,9,0.5
1418,0.07918745566528283,7,5.5
1419,0.0791929534524266,6,5.5
1420,0.07919798000067235,6,1.5
1421,0.07920143575259128,6,7.5
1422,0.07920591252212267,7,1
1423,0.07921101761018474,7,3.5
1424,0.07921690809641022,7,2
1425,0.0792239766798808,8,0.5
1426,0.07923214482078013,8,8
1427,0.07924164813855725,9,3
1428,0.07924753862478272,7,1
1429,0.07925280079247748,7,7
1430,0.07925586384531473,5,7.5
1431,0.07925979083613172,6,4.5
1432,0.07926473884456113,7,3.5
1433,0.07926984393262321,7,3.5
1434,0.07927612711793038,8,1.5
1435,0.07928374548011534,9,6
1436,0.07929042136450422,9,6
1437,0.07929803972668918,9,9
1438,0.07930715034538457,10,1.5
1439,0.07931673220297804,10,3.5
1440,0.07932529304295907,9,3
1441,0.07933479636073619,9,1
1442,0.07934320012108453,9,4
1443,0.07935042578418779,8,5.5
1444,0.0793589866241688,9,3.5
1445,0.07936660498635376,9,7
1446,0.07937351649019167,8,2.5
1447,0.07937979967549885,8,1
1448,0.07938545454227533,8,2.5
1449,0.07939205188684785,8,4
1450,0.0793986492314204,8,0.5
1451,0.07940430409819688,6,0.5
1452,0.07941074436313673,6,1.5
1453,0.07941734170770927,6,3.5
1454,0.07942315365411841,6,6.5
1455,0.07942653086622103,5,1
1456,0.07943077201630339,6,4.5
1457,0.07943430630803866,5,7.5
1458,0.07943870453775369,6,4
1459,0.07944184613040728,6,5.5
1460,0.07944483064342821,6,6.5
1461,0.07944883617406152,7,5.5
1462,0.07945401980193995,8,2
1463,0.07946053860669615,9,1
1464,0.0794685496679628,10,0.5
1465,0.07947608949033141,8,3
1466,0.07948292245435296,7,3
1467,0.07948881294057844,7,2
1468,0.07949588152404902,8,3.5
1469,0.07950428528439736,9,4.5
1470,0.07951237488548035,9,2
1471,0.07952022886711432,8,0.5
1472,0.0795239202384823,5,4.5
1473,0.07952635497278882,5,0.5
1474,0.07952871116727903,4,4.5
1475,0.07953059612287118,4,2.5
1476,0.0795331879368104,5,12
1477,0.07953664368872933,6,1.5
1478,0.07953962820175026,6,0.5
1479,0.07954339811293457,6,2
1480,0.07954677532503718,5,1
1481,0.07954952421860906,5,7.5
1482,0.07955274435107898,5,3
1483,0.07955462930667113,4,2.5
1484,0.07955722112061034,5,4
1485,0.0795606768725293,6,13.5
1486,0.07956515364206065,7,3.5
1487,0.07957080850883713,8,7
1488,0.07957591359689921,7,3.5
1489,0.07958219678220638,8,1
1490,0.07958981514439134,9,3.5
1491,0.07959853306400504,9,6.5
1492,0.07960740806325145,9,3.5
1493,0.07961659722176319,9,4.5
1494,0.07962727863678541,10,2
1495,0.07963843129070564,10,3
1496,0.07964879854646251,10,4.5
1497,0.07965963704111738,10,6
1498,0.07967141801356835,10,2.5
1499,0.07968367022491736,10,4.5
1500,0.07969372332140884,10,0.5
1501,0.07970189146230817,8,1.5
1502,0.07970990252357484,8,1
1503,0.07971838482373954,8,7
1504,0.07972513924794472,6,2
1505,0.07973142243325192,6,4.5
1506,0.0797387266361715,7,8
1507,0.07974720893633619,8,1
1508,0.07975482729852115,7,0.5
1509,0.079761031944012,5,4.5
1510,0.07976810052748257,6,5.5
1511,0.07977619012856556,7,1
1512,0.07978113813699497,7,3
1513,0.07978687154358775,7,2
1514,0.0797922907909152,7,14
1515,0.07979888813548773,8,2
1516,0.07980682065693806,9,3.5
1517,0.0798132609218779,8,2.5
1518,0.07981852308957266,7,2
1519,0.07982425649616545,7,4
1520,0.07983116800000337,8,11
1521,0.07983760826494321,8,2
1522,0.07984122109649484,6,2.5
1523,0.0798446768484138,6,1
1524,0.07984915361794516,7,5.5
1525,0.07985370892729286,6,5.5
1526,0.079859285254253,7,0.5
1527,0.07986360494415169,5,2
1528,0.0798687885720301,6,3.5
1529,0.07987499321752094,7,1.5
1530,0.07988237596025688,8,4
1531,0.07989038702152355,8,1
1532,0.0798991834809536,8,1.5
1533,0.07990892241817969,8,1
1534,0.07991999653228363,9,0.5
1535,0.07992840029263196,5,0.5
1536,0.07993562595573524,4,3
1537,0.07994355847718555,5,2.5
1538,0.07995101975973783,5,0.5
1539,0.07995910936082083,5,0.5
1540,0.07996782728043456,5,1
1541,0.07997740913802798,6,4.5
1542,0.07997772329729333,2,2.5
1543,0.07997843015564039,3,4
1544,0.07997968679270183,4,9.5
1545,0.07998165028811033,5,3
1546,0.07998447772149855,6,0.5
1547,0.07998722661507048,5,5
1548,0.07999083944662208,6,7.5
1549,0.07999547329578613,7,3
1550,0.07999979298568481,7,8.5
1551,0.0800029345783384,6,3
1552,0.0800070971886044,7,4.5
1553,0.08001243789611551,8,3
1554,0.08001911378050439,9,0.5
1555,0.08002602528434229,8,7.5
1556,0.08003427196505794,9,1
1557,0.08004134054852852,8,2.5
1558,0.08004935160979515,8,0.5
1559,0.08005744121087817,7,0.5
1560,0.08006647328975722,7,1.5
1561,0.08007519120937096,7,2
1562,0.08008422328825002,7,3.5
1563,0.08008838589851602,5,1.5
1564,0.08009341244676177,6,2
1565,0.08009875315427287,6,7
1566,0.08010456510068203,6,4
1567,0.08010864917113168,6,4
1568,0.08011304740084672,6,1
1569,0.08011728855092907,6,8
1570,0.08011972328523559,5,4
1571,0.08012302195752187,6,1
1572,0.08012734164742055,7,1.5
1573,0.08013244673548263,7,3
1574,0.08013739474391203,7,1.5
1575,0.08014163589399438,6,2
1576,0.08014689806168916,7,1
1577,0.08015278854791463,7,0.5
1578,0.08015789363597671,5,1
1579,0.0801598571313852,3,4
1580,0.08016197770642637,3,5.5
1581,0.08016464806018192,4,5
1582,0.08016802527228453,5,6
1583,0.08017226642236688,6,6
1584,0.08017752859006164,7,3
1585,0.08018137704106229,7,3
1586,0.08018640358930804,8,1.5
1587,0.08019143013755378,8,1
1588,0.0801977918626773,9,2
1589,0.08020470336651518,8,1.5
1590,0.08021192902961842,8,2.5
1591,0.08021601310006808,6,4.5
1592,0.08021986155106874,5,0.5
1593,0.08022433832060012,5,0.5
1594,0.08022747991325373,4,10
1595,0.08022850093086614,3,7
1596,0.08023007172719293,4,4.5
1597,0.0802323493818668,5,2.5
1598,0.08023549097452039,6,11
1599,0.08023965358478638,7,1.5
1600,0.08024350203578703,7,2
1601,0.08024852858403278,8,2
1602,0.0802534765924622,7,1.5
1603,0.08025960269813667,8,3
1604,0.0802663571223419,8,8
1605,0.08027169782985301,6,3
1606,0.08027805955497652,7,6
1607,0.08028559937734514,8,0.5
1608,0.08029423875714252,8,9.5
1609,0.08030091464153138,7,5
1610,0.08030876862316537,8,4.5
1611,0.08031693676406469,8,1
1612,0.08032644008184181,9,3
1613,0.08033704295704765,9,4
1614,0.08034591795629405,9,5.5
1615,0.0803562852120509,10,0.5
1616,0.08036806618450187,10,7
1617,0.08038149649309595,11,0.5
1618,0.08039351308499594,9,1.5
1619,0.08040388034075277,8,6
1620,0.0804094566677129,7,1
1621,0.08041432613632596,6,2.5
1622,0.08041982392346973,6,5.5
1623,0.08042634272822594,7,1
1624,0.08043403963022722,8,4.5
1625,0.08044087259424879,7,3.5
1626,0.08044801971753571,7,0.5
1627,0.08045304626578145,6,1
1628,0.08045909383163961,7,0.5
1629,0.08046569117621215,6,1
1630,0.08047103188372325,6,1.5
1631,0.08047503741435658,5,0.5
1632,0.08047849316627553,4,3
1633,0.08047880732554089,2,1
1634,0.08047951418388795,3,6.5
1635,0.08048037812186767,3,1.5
1636,0.0804817918385618,4,2
1637,0.08048391241360296,5,1.5
1638,0.08048532613029709,4,0.5
1639,0.08048721108588924,4,2.5
1640,0.08048854626276702,3,0.5
1641,0.08049019559891017,3,3.5
1642,0.08049239471376766,4,2.5
1643,0.08049530068697225,5,3
1644,0.08049820666017682,5,4.5
1645,0.08050197657136114,6,4.5
1646,0.08050676750015785,7,3
1647,0.08050975201317878,6,1
1648,0.080512579446567,6,0.5
1649,0.08051477856142451,4,6
1650,0.08051768453462908,5,1.5
1651,0.08052145444581339,6,1
1652,0.08052522435699769,6,9.5
1653,0.08052758055148787,4,2
1654,0.08052915134781466,4,7.5
1655,0.08053142900248852,5,3
1656,0.08053457059514212,6,2.5
1657,0.08053802634706105,6,3
1658,0.08054250311659243,7,8
1659,0.08054815798336888,8,7.5
1660,0.08055514802702313,9,1
1661,0.08055978187618718,7,2.5
1662,0.08056520112351459,7,2
1663,0.08057077745047472,7,3.5
1664,0.08057753187467993,8,1
1665,0.08058562147576295,9,0.5
1666,0.08059300421849887,6,6
1667,0.08060140797884721,7,4.5
1668,0.08061098983644066,8,3.5
1669,0.08061947213660538,8,0.5
1670,0.08062787589695375,7,10.5
1671,0.08063439470170992,7,2
1672,0.08064209160371123,8,8.5
1673,0.0806511236825903,9,1
1674,0.08065662146973408,8,1
1675,0.08066117677908176,6,7
1676,0.08066486815044974,5,4
1677,0.08066942345979744,6,3.5
1678,0.08067303629134907,6,2
1679,0.08067767014051312,7,2.5
1680,0.08068348208692225,8,0.5
1681,0.08069039359076018,8,1.5
1682,0.08069793341312877,8,2.5
1683,0.08070680841237518,9,2
1684,0.08071324867731504,6,1
1685,0.08072070995986731,7,4
