"t","S [м²]","N активних","T життя [с]"
0,7.853981633974483e-7,1,18.499999999999993
1,0.00007932521450314228,2,28.400000000000134
2,0.000409977841293468,3,17.999999999999986
3,0.0011490375130504668,4,15.59999999999996
4,0.0026185174767670923,5,13.199999999999969
5,0.004708461989567703,6,11.899999999999974
6,0.007678052445373454,7,19.300000000000004
7,0.011684368476863839,8,9.299999999999983
8,0.016884489716718343,9,9.199999999999983
9,0.023435495797616456,10,7.899999999999988
10,0.03149446635223767,11,17.199999999999974
11,0.04121848101326148,12,8.899999999999984
12,0.05276461941336737,13,11.999999999999973
13,0.06628996118523482,14,27.50000000000012
14,0.08195158596154335,15,13.199999999999969
15,0.09990657337497243,16,1.3
16,0.12031200305820151,17,12.89999999999997
17,0.1412640698631552,14,14.699999999999964
18,0.15658640263287604,13,6.099999999999994
19,0.1723893990785961,12,15.69999999999996
20,0.18695146642614818,11,14.999999999999963
21,0.19950291447540278,12,4.4
22,0.2138764862637395,13,7.19999999999999
23,0.2302292614238378,14,5.999999999999995
24,0.24871831958837712,15,5.1999999999999975
25,0.26650051940585884,14,9.099999999999984
26,0.28373608210161594,13,15.69999999999996
27,0.3018481491477244,14,6.999999999999991
28,0.31817579156659387,13,12.599999999999971
29,0.3352354250737499,12,6.8999999999999915
30,0.346531021459732,10,1.8000000000000005
31,0.35781012448428284,11,10.699999999999978
32,0.36996259026653155,10,4.5
33,0.3818857197850682,11,1.0999999999999999
34,0.3953631522689684,11,14.399999999999965
35,0.40658492122759116,8,15.59999999999996
36,0.41527221031293027,8,12.399999999999972
37,0.42388410117458336,8,6.699999999999992
38,0.43341962027639175,9,0.5
39,0.4442306259955576,9,5.099999999999998
40,0.4563736669998456,10,7.899999999999988
41,0.466835955934463,9,4.799999999999999
42,0.47385505932074595,8,1.9000000000000006
43,0.4796363752015146,9,2.800000000000001
44,0.4862722042840596,8,4.4
45,0.492430511283259,8,8.799999999999985
46,0.49941034476137214,7,2.600000000000001
47,0.5066682091893279,8,2.700000000000001
48,0.5148685514133607,8,3.800000000000002
49,0.5195503098653729,5,6.299999999999994
50,0.5231387940739359,5,5.799999999999995
51,0.5259787938327809,5,3.900000000000002
52,0.5281496343564114,5,2.1000000000000005
53,0.5306636938774467,6,10.499999999999979
54,0.5336356405277426,6,5.599999999999996
55,0.5360240363426343,5,7.29999999999999
56,0.537572841520854,4,7.899999999999988
57,0.5388930958335252,5,8.899999999999984
58,0.540935916456522,6,2.0000000000000004
59,0.5438583830225239,7,7.599999999999989
60,0.5473259159139234,6,4.6
61,0.551033780643323,7,0.5
62,0.5557029727247208,7,2.0000000000000004
63,0.560422430288576,7,7.899999999999988
64,0.5646510140003079,5,1.9000000000000006
65,0.5674124739428135,5,4.799999999999999
66,0.5702092768026715,4,1.5000000000000002
67,0.5716983917204732,4,4.100000000000001
68,0.5730060796625298,4,0.2
69,0.574705681288122,4,4.699999999999999
70,0.5767351501423409,4,12.399999999999972
71,0.5785894752061225,4,0.8999999999999999
72,0.5793128269146115,3,6.499999999999993
73,0.5803817538149953,4,0.4
74,0.581625824505817,3,11.799999999999974
75,0.5830002712917625,4,1.0999999999999999
76,0.5848388883922758,5,2.400000000000001
77,0.5871487443908276,5,5.899999999999995
78,0.5901811666997052,6,13.999999999999966
79,0.5930376598199818,5,7.19999999999999
80,0.5962114537982708,6,6.999999999999991
81,0.600264893719565,7,6.199999999999994
82,0.6053550592165439,8,6.399999999999993
83,0.6098420389240335,7,6.699999999999992
84,0.6142881779270265,8,0.2
85,0.6198362305532661,8,2.1000000000000005
86,0.625821749956518,8,0.7999999999999999
87,0.6306802229952947,6,0.8999999999999999
88,0.6339506209476815,4,0.30000000000000004
89,0.6367969038918337,3,7.699999999999989
90,0.6393172465981761,3,0.30000000000000004
91,0.6415548459656956,3,4.999999999999998
92,0.6439738723089595,3,6.199999999999994
93,0.6448857195766641,4,1.9000000000000006
94,0.6463630535220146,5,3.3000000000000016
95,0.648500121924619,5,7.39999999999999
96,0.6510919358638306,5,1.4000000000000001
97,0.6532667033782782,5,1.2
98,0.6548092253711908,4,8.199999999999987
99,0.6555844133584641,3,6.499999999999993
100,0.656653340258848,4,3.2000000000000015
101,0.6582877538368781,5,8.999999999999984
102,0.6606447337252338,6,5.799999999999995
103,0.6630292025493085,6,6.999999999999991
104,0.6654356625219583,6,2.500000000000001
105,0.6686722883533192,7,3.4000000000000017
106,0.6723047548590324,7,2.1000000000000005
107,0.6750913475427666,6,3.1000000000000014
108,0.678204665862474,6,1.8000000000000005
109,0.6807776302457642,5,0.5
110,0.6834998202800996,2,5.399999999999997
111,0.6835948534578706,2,1.0999999999999999
112,0.683941214047929,3,0.1
113,0.6843504064910589,2,15.199999999999962
114,0.6850109263464762,3,0.9999999999999999
115,0.6860633598854289,3,9.699999999999982
116,0.6868142005296367,3,1.7000000000000004
117,0.6877260477973413,4,6.299999999999994
118,0.6890840012218553,4,2.2000000000000006
119,0.690875494432565,5,1.9000000000000006
120,0.6933895539536001,6,3.3000000000000016
121,0.6963457926406282,5,2.600000000000001
122,0.6998023299577404,6,5.1999999999999975
123,0.7041385132178577,7,0.9999999999999999
124,0.7079641876717667,4,3.600000000000002
125,0.7111756807618987,4,1.9000000000000006
126,0.7140667314013649,5,0.7
127,0.71756096783032,4,7.19999999999999
128,0.7202933680407797,3,5.599999999999996
129,0.7208777042743475,3,0.4
130,0.7215500051022157,3,2.1000000000000005
131,0.7226189320025995,4,3.700000000000002
132,0.7242533455806297,5,0.2
133,0.7261100268389014,4,1.7000000000000004
134,0.7280703806547412,4,4.799999999999999
135,0.728730115111995,2,6.299999999999994
136,0.7290764757020534,3,4.999999999999998
137,0.7298312433370783,4,8.299999999999986
138,0.7311514976497494,5,0.5
139,0.7328856567945311,4,1.0999999999999999
140,0.7346771500052406,5,0.1
141,0.7367663091198778,3,4.5
142,0.7377786873524971,3,2.500000000000001
143,0.7390046938855606,4,1.7000000000000004
144,0.74079618709627,5,1.2
145,0.7429269723135674,4,3.5000000000000018
146,0.7435678572148997,2,0.1
147,0.7438199700253504,2,2.400000000000001
148,0.744323410248088,3,4.699999999999999
