"t","V [м³]","N активних","T життя [с]","V вкінці [м³]"
291,0.22815884426557376,38,61.5,0.00003681553890925539
292,0.22863481057333246,39,38,0.00003681553890925539
293,0.22639970857562325,39,70.5,0.00003681553890925539
294,0.22706104583417902,43,29.5,0.00003681553890925539
295,0.2276900033844776,43,12,0.000039068944414813097
296,0.22830323333655422,42,76,0.000039068944414813097
297,0.22883216601287953,41,10,0.000039068944414813097
298,0.22937436318061166,42,39.5,0.000039068944414813097
299,0.2298856084939478,41,27.5,0.000039068944414813097
300,0.23032775457504295,41,82.5,0.000039068944414813097
301,0.23078602468408305,42,17,0.000039068944414813097
302,0.23125070747095255,41,35.5,0.000039068944414813097
303,0.23169724461500452,40,1,0.00004141247435962065
304,0.23211893598268157,37,22.5,0.00004141247435962065
305,0.23250549354526684,35,43.5,0.00004141247435962065
306,0.23286468626504303,35,47,0.00004141247435962065
307,0.23323565171058946,34,21,0.00004141247435962065
308,0.23361864435091112,35,28,0.00004141247435962065
309,0.2340149471339078,35,49.5,0.00004141247435962065
310,0.23442505544947123,36,35.5,0.00004384789588954572
311,0.23484947116702765,37,34.5,0.00004384789588954572
312,0.23527624072287978,37,65.5,0.00004637697615045592
313,0.2357161669742408,37,9.5,0.00004637697615045592
314,0.23615714291024725,37,62.5,0.00004637697615045592
315,0.23638236211678676,36,42.5,0.00004637697615045592
316,0.23661830819326723,37,24.5,0.00004637697615045592
317,0.23686535901437994,37,29.5,0.00004900148228821892
318,0.23710210472436544,35,44.5,0.00004900148228821892
319,0.23733981176170305,35,5,0.00004900148228821892
320,0.23758329766055208,36,42.5,0.00004900148228821892
321,0.23777358422210426,34,10,0.00004900148228821892
322,0.23796017420902577,34,23,0.00004900148228821892
323,0.2381421622535836,34,14,0.00004900148228821892
324,0.23830840208321746,31,51.5,0.00004900148228821892
325,0.2340418619435693,31,79,0.00004900148228821892
326,0.23422714041373272,34,60.5,0.00005172318144870235
327,0.23441411475488022,33,37,0.00005172318144870235
328,0.2345690395495238,32,40.5,0.00005172318144870235
329,0.23473359941248623,33,23.5,0.00005172318144870235
330,0.23490418170856558,33,14.5,0.00005172318144870235
331,0.23506956682864827,32,19,0.00005172318144870235
332,0.23522941901501926,33,19.5,0.00005454384077777386
333,0.2353899777652131,31,40,0.00005454384077777386
334,0.2355508737457433,32,28,0.00005454384077777386
335,0.23571090029050662,32,44,0.0000574652274213011
336,0.2358778896845128,32,73.5,0.0000574652274213011
337,0.2360519974365981,33,34.5,0.0000574652274213011
338,0.23621593290802068,32,100,0.0000574652274213011
339,0.23638816689643777,32,7.5,0.0000574652274213011
340,0.2365700374257953,32,41,0.0000574652274213011
341,0.23676190145955867,33,72,0.0000574652274213011
342,0.23696448912349566,34,37.5,0.0000604891085251517
343,0.23717827401269853,35,17,0.0000604891085251517
344,0.23679853409887064,33,59,0.0000604891085251517
345,0.2370315104867205,35,88,0.0000604891085251517
346,0.23725689609949585,34,33,0.0000604891085251517
347,0.23746156251602174,32,24.5,0.0000604891085251517
348,0.23767685360255258,33,18.5,0.0000604891085251517
349,0.23788954345036611,33,16.5,0.0000604891085251517
350,0.23811316191727394,34,27,0.0000604891085251517
351,0.23829830608435137,34,20,0.0000604891085251517
352,0.23713363767522766,38,90.5,0.0000636172512351933
353,0.23745636033311168,38,30,0.0000636172512351933
354,0.23349930516165307,37,51,0.0000636172512351933
355,0.23382826849516863,40,58,0.0000636172512351933
356,0.23349678373902422,38,90,0.0000636172512351933
357,0.23382919418507903,42,18,0.0000636172512351933
358,0.23417642097113672,43,37,0.0000636172512351933
359,0.23453906492679238,44,1,0.0000636172512351933
360,0.23485945436308264,42,36.5,0.0000636172512351933
361,0.2351366597612808,43,61,0.0000636172512351933
362,0.235424910115676,43,18,0.0000636172512351933
363,0.235691325910255,41,77.5,0.0000636172512351933
364,0.23592894488482352,38,31.5,0.0000636172512351933
365,0.23617377204738604,39,30,0.0000636172512351933
366,0.23642917381082068,39,21.5,0.00006685142269729358
367,0.2366766057463922,38,47,0.00006685142269729358
368,0.23691564197194648,39,92,0.00006685142269729358
369,0.2371681444380609,40,13.5,0.00006685142269729358
370,0.2374087981911327,40,42.5,0.00006685142269729358
371,0.23765340652213202,38,28.5,0.00006685142269729358
372,0.23788851497147123,37,36.5,0.00006685142269729358
373,0.23813062868155405,37,6,0.00007019339005732014
374,0.23837984661254913,38,59.5,0.00007019339005732014
375,0.23863668771629287,37,71.5,0.00007019339005732014
376,0.2388864422705831,37,12,0.00007019339005732014
377,0.23912107005624628,37,20.5,0.00007019339005732014
378,0.23932957736431543,36,25,0.00007019339005732014
379,0.23954124904158497,35,82.5,0.00007019339005732014
380,0.2397222080181992,32,54,0.00007019339005732014
381,0.2399061496425136,32,47.5,0.00007019339005732014
382,0.24009936377571994,33,49,0.00007019339005732014
383,0.24024998527565128,31,24,0.00007019339005732014
384,0.23743713673131484,31,40.5,0.00007019339005732014
385,0.23763331966957885,36,30,0.00007364492046114066
386,0.23784127238836983,37,61,0.00007364492046114066
