"t","V [м³]","N активних","T життя [с]","V вкінці [м³]"
37,0.0012278211955199473,38,81.5,6.361725123519331e-8
38,0.0013622812629188197,39,80.5,6.361725123519331e-8
39,0.0015074932348250623,40,102,6.361725123519331e-8
40,0.0016640155293328512,41,50,6.361725123519331e-8
41,0.0018324207017033022,42,57,1.0102183876699678e-7
42,0.002005241971596996,41,12,1.0102183876699678e-7
43,0.0021823556388031982,42,110.5,1.0102183876699678e-7
44,0.002372165070971179,43,117,1.0102183876699678e-7
45,0.0025752710976959373,44,63,1.0102183876699678e-7
46,0.0027922886857394153,45,129,1.0102183876699678e-7
47,0.0030238469390304924,46,116,1.0102183876699678e-7
48,0.003270589098664992,47,49.5,1.5079644737231008e-7
49,0.003533172542905676,48,85.5,1.5079644737231008e-7
50,0.003812268787182251,49,57,1.5079644737231008e-7
51,0.004108563484091363,50,83.5,1.5079644737231008e-7
52,0.004422756423396599,51,46.5,1.5079644737231008e-7
53,0.004755561532028484,52,85.5,2.1470822291877744e-7
54,0.005103724905396068,51,40.5,2.1470822291877744e-7
55,0.005467518683962965,52,107,2.1470822291877744e-7
56,0.005851500925970453,53,49.5,2.1470822291877744e-7
57,0.00625641383268294,54,74.5,2.1470822291877744e-7
58,0.0066830137425317815,55,51,2.945243112740431e-7
59,0.007132071131115268,56,23,2.945243112740431e-7
60,0.007604370611198633,57,45.5,2.945243112740431e-7
61,0.008100710932714058,58,62.5,2.945243112740431e-7
62,0.008621904982760649,59,85.5,2.945243112740431e-7
63,0.009168779785604469,60,55.5,2.945243112740431e-7
64,0.009742176502678517,61,67.5,2.945243112740431e-7
65,0.010342950432582735,62,55.5,2.945243112740431e-7
66,0.010971971011083999,63,22,3.920118583057514e-7
67,0.011630121811116136,64,67.5,3.920118583057514e-7
68,0.012318300542779907,65,52,5.089380098815465e-7
69,0.013037419053343019,66,30,5.089380098815465e-7
70,0.01378840332724011,67,61.5,5.089380098815465e-7
71,0.014572193486072768,68,63.5,5.089380098815465e-7
72,0.015389743788609534,69,16,5.089380098815465e-7
73,0.01621927357298306,68,50.5,5.089380098815465e-7
74,0.017060574315980955,69,40,6.470699118690727e-7
75,0.0179369711649589,70,21.5,6.470699118690727e-7
76,0.018849446653019276,71,76,6.470699118690727e-7
77,0.01979899745043146,72,57.5,6.470699118690727e-7
78,0.020786634364631736,73,24.5,6.470699118690727e-7
79,0.02181338234022334,74,50.5,6.470699118690727e-7
80,0.022880280458976436,75,34,6.470699118690727e-7
81,0.02398838193982816,76,45.5,6.470699118690727e-7
82,0.025128615433991242,75,84.5,6.470699118690727e-7
83,0.026301295493430157,76,36.5,8.081747101359742e-7
84,0.027517377244427037,77,47.5,8.081747101359742e-7
85,0.028777942180252872,78,71,8.081747101359742e-7
86,0.030084085931345615,79,27.5,8.081747101359742e-7
87,0.03143691826531014,80,117.5,8.081747101359742e-7
88,0.03283487997044256,79,69,8.081747101359742e-7
89,0.03427869204225689,80,43.5,8.081747101359742e-7
90,0.03570869858150455,77,44.5,8.081747101359742e-7
91,0.03712321019673608,78,59.5,8.081747101359742e-7
92,0.038585718082781474,79,71,9.940195505498954e-7
93,0.03992969524880322,76,14,9.940195505498954e-7
94,0.04127028302905086,77,11.5,9.940195505498954e-7
95,0.04261638371535689,76,43,9.940195505498954e-7
96,0.04400843078327028,77,25,9.940195505498954e-7
97,0.045417781154471065,76,71.5,9.940195505498954e-7
98,0.04669778469484098,71,145.5,9.940195505498954e-7
99,0.04791748467700186,69,34,9.940195505498954e-7
100,0.04917486403787697,70,51,0.0000012063715789784806
101,0.05047403345327874,71,99.5,0.0000012063715789784806
102,0.05181598959347655,72,54.5,0.0000012063715789784806
103,0.053155414591743264,71,63.5,0.0000012063715789784806
104,0.05453820593865058,72,12,0.0000012063715789784806
105,0.05591412603337586,71,55,0.0000012063715789784806
106,0.05726193289901712,68,70,0.0000014469979412893737
107,0.058529218879626234,66,65.5,0.0000014469979412893737
108,0.059810761898571214,66,92.5,0.0000014469979412893737
109,0.061044450018371735,65,25.5,0.0000014469979412893737
110,0.062308372531346086,66,46.5,0.0000014469979412893737
111,0.06356866532670835,65,35,0.0000014469979412893737
112,0.06482491842661713,66,55,0.0000017176657833502195
113,0.06612150545285762,67,25.5,0.0000017176657833502195
114,0.06737556375759879,64,46,0.0000017176657833502195
115,0.06855877983522495,64,37.5,0.0000017176657833502195
116,0.06968140843320589,62,60.5,0.0000017176657833502195
117,0.07081686474304016,63,58,0.0000017176657833502195
118,0.07198956600822944,64,65.5,0.0000017176657833502195
119,0.0730843349625584,62,10.5,0.0000017176657833502195
120,0.0741649820652104,60,103.5,0.0000017176657833502195
121,0.07515740971185787,58,15.5,0.0000017176657833502195
122,0.076182494803188,59,19,0.0000017176657833502195
123,0.07724106436346692,60,3.5,0.0000020201422510286615
124,0.07828751778262862,59,71.5,0.0000020201422510286615
125,0.07933546120028101,59,53,0.0000020201422510286615
126,0.08038472143612915,60,48,0.0000020201422510286615
127,0.08145279765212737,59,42.5,0.0000020201422510286615
128,0.0825548955494181,60,1.5,0.0000020201422510286615
129,0.08369185628943429,61,70.5,0.0000020201422510286615
130,0.08484526444508933,59,2.5,0.0000020201422510286615
131,0.08603433419340202,60,98,0.0000023561944901923448
132,0.08714400077644381,57,32,0.0000023561944901923448
133,0.08826952484292895,55,17.5,0.0000023561944901923448
134,0.0894244227025504,56,3.5,0.0000023561944901923448
135,0.09040401586328549,49,25.5,0.0000023561944901923448
136,0.09140773380488128,49,147,0.0000023561944901923448
137,0.09237855485352937,49,35.5,0.0000023561944901923448
138,0.09331565846449846,49,9.5,0.0000023561944901923448
139,0.09422408424327886,48,92.5,0.0000023561944901923448
140,0.09515999326364144,49,32.5,0.0000023561944901923448
141,0.09608581011395394,48,38,0.0000023561944901923448
142,0.097000937498913,49,44.5,0.000002727589646708913
143,0.09794389448604442,50,18,0.000002727589646708913
144,0.09891538086511169,51,34,0.000002727589646708913
145,0.09991611056304531,52,42,0.000002727589646708913
146,0.1009424199919374,52,15,0.000002727589646708913
147,0.10199460927206119,52,84,0.000002727589646708913
148,0.1030246517965987,51,33,0.000002727589646708913
149,0.10408495551602236,52,13,0.000002727589646708913
150,0.10517624849442969,53,43,0.000002727589646708913
151,0.10626225152168224,51,9.5,0.000002727589646708913
152,0.10727873120168553,50,4,0.000002727589646708913
153,0.10822299587675899,50,51.5,0.0000031360948664460113
154,0.10910862665194399,50,23.5,0.0000031360948664460113
155,0.11002185376604674,51,45,0.0000031360948664460113
156,0.11094379408737422,49,16.5,0.0000031360948664460113
157,0.1118217910869353,47,35,0.0000031360948664460113
158,0.11270908886972208,48,55,0.0000031360948664460113
159,0.11362306407557553,49,18.5,0.0000031360948664460113
160,0.11454605349249981,48,81.5,0.0000031360948664460113
161,0.11542277549631738,45,34,0.0000031360948664460113
162,0.11623418319981818,44,68,0.0000031360948664460113
163,0.11696287198335181,43,36,0.0000031360948664460113
164,0.11756801547593813,42,83.5,0.000003583477295271282
165,0.11811336051950914,43,35,0.000003583477295271282
166,0.11866787351584158,43,31,0.000003583477295271282
167,0.11915209386742377,41,34.5,0.000003583477295271282
168,0.11964395035082434,42,44.5,0.000003583477295271282
169,0.12011797986671209,42,20.5,0.000003583477295271282
170,0.12059733202595328,42,27,0.000003583477295271282
171,0.12109506309126651,43,68,0.000003583477295271282
172,0.1216117738922469,44,5,0.000003583477295271282
173,0.1221291762363101,42,16.5,0.000004071504079052372
174,0.12266556538462399,43,69,0.000004071504079052372
175,0.12315050761529311,42,6,0.000004071504079052372
176,0.12356517899601102,42,20,0.000004071504079052372
177,0.12395340444977106,41,54.5,0.000004071504079052372
178,0.12433365300708452,37,35,0.000004071504079052372
179,0.12471130003115648,38,12,0.000004071504079052372
180,0.12510452680224624,39,21.5,0.000004071504079052372
181,0.12550983201534138,38,35,0.000004071504079052372
182,0.12592734643923603,39,43,0.000004071504079052372
183,0.12636152210341947,40,66,0.000004071504079052372
184,0.12678212608733938,40,51,0.000004071504079052372
185,0.12721958216330176,41,13,0.000004601942363656924
186,0.1276744628865678,42,74,0.000004601942363656924
187,0.12812992264462975,41,61.5,0.000004601942363656924
188,0.12860304738183329,42,65.5,0.000004601942363656924
189,0.12909435987883097,42,20,0.000004601942363656924
190,0.12959925024110266,41,40.5,0.000004601942363656924
191,0.1301224485290875,41,28,0.000004601942363656924
192,0.1306600154801221,41,36,0.000005176559294952581
193,0.13120603645698756,41,36,0.000005176559294952581
194,0.13176490311168917,42,31.5,0.000005176559294952581
195,0.13233951533059582,42,56,0.000005176559294952581
196,0.1328920128970662,41,93,0.000005176559294952581
197,0.13345979804243757,41,68.5,0.000005176559294952581
198,0.13404428772317145,41,80.5,0.000005176559294952581
199,0.1346395994051988,41,35,0.000005176559294952581
200,0.1352077035203992,39,40.5,0.000005176559294952581
201,0.13565112371366492,38,77,0.000005176559294952581
202,0.13609876326221393,37,66,0.00000579712201880699
203,0.1365624278785394,38,45,0.00000579712201880699
204,0.1370426477064015,39,14.5,0.00000579712201880699
205,0.1374224294426816,38,11,0.00000579712201880699
206,0.13781745163397288,39,22,0.00000579712201880699
207,0.1382282585612026,40,75,0.00000579712201880699
208,0.13865540864246487,41,44.5,0.00000579712201880699
209,0.13909802507888513,41,33.5,0.000006465397681087794
210,0.13955647543680377,42,7.5,0.000006465397681087794
211,0.14003272507694994,43,73,0.000006465397681087794
212,0.14052737482891867,44,74.5,0.000006465397681087794
213,0.14101009546270776,41,12.5,0.000006465397681087794
214,0.14149399978970398,42,72,0.000006465397681087794
215,0.14199498210888944,42,59,0.000007183153427662637
216,0.1425086275008381,41,73,0.000007183153427662637
217,0.14303591172459323,42,12.5,0.000007183153427662637
218,0.1435816449512065,42,18,0.000007183153427662637
219,0.14413962744392578,41,41,0.000007183153427662637
220,0.14471697137581951,42,50,0.000007183153427662637
221,0.1453142634393158,43,53.5,0.000007183153427662637
222,0.14593210446400973,44,24,0.000007183153427662637
223,0.14657110941666324,45,18,0.000007183153427662637
224,0.1471554530133386,45,72,0.000007183153427662637
225,0.1477518535517448,44,39.5,0.000007952156404399163
226,0.148354086555087,43,27,0.000007952156404399163
227,0.14897702402846322,44,22,0.000007952156404399163
228,0.1496190837872732,43,36,0.000007952156404399163
229,0.1502448180635093,42,22.5,0.000007952156404399163
230,0.15083918343892447,42,38,0.000007952156404399163
231,0.15139755470373453,40,17.5,0.000007952156404399163
232,0.15186433008583566,39,12.5,0.000007952156404399163
233,0.15234800704006354,40,51.5,0.000007952156404399163
234,0.1528491439845124,41,64.5,0.000008774173757165017
235,0.15335903036267623,41,39,0.000008774173757165017
236,0.15387652224213014,40,45.5,0.000008774173757165017
237,0.1544110935863947,41,94.5,0.000008774173757165017
238,0.1549483383278328,40,10,0.000008774173757165017
239,0.15548452101460442,40,55.5,0.000008774173757165017
240,0.1560224075245168,41,54.5,0.000008774173757165017
241,0.15656573301488547,40,68.5,0.000008774173757165017
242,0.15707865269893112,40,46.5,0.000008774173757165017
243,0.15759226716582705,40,54,0.000009650972631827845
244,0.15795019343106478,39,71,0.000009650972631827845
245,0.15832225686324358,39,16.5,0.000009650972631827845
246,0.15870794175029454,39,42,0.000009650972631827845
247,0.15910754497272342,40,38.5,0.000009650972631827845
248,0.15947337067451378,39,63,0.000009650972631827845
249,0.15980783513311536,36,5,0.000009650972631827845
250,0.16013920355215686,37,54,0.000009650972631827845
251,0.16048494299044266,38,20,0.000009650972631827845
252,0.16084184372202853,38,56,0.000010584320174255287
253,0.1612068147142676,37,57,0.000010584320174255287
254,0.16155327603164035,36,11.5,0.000010584320174255287
255,0.16191407803225333,37,83,0.000010584320174255287
256,0.16228981653878818,38,33.5,0.000010584320174255287
257,0.16268102169500534,39,25,0.000010584320174255287
258,0.16308823778183207,40,28,0.000010584320174255287
259,0.16351202321736236,41,12,0.000010584320174255287
260,0.1639274518200845,40,56,0.00001157598353031499
261,0.16433249078320225,40,4.5,0.00001157598353031499
262,0.16475194258801643,40,11,0.00001157598353031499
263,0.16518817579903844,41,2,0.00001157598353031499
264,0.16564176297152933,42,13,0.00001157598353031499
265,0.16610196250933265,41,14.5,0.00001157598353031499
266,0.16654523485139408,39,14,0.00001157598353031499
267,0.16698593422907226,39,46.5,0.000012627729845874598
268,0.16742303569776387,38,14.5,0.000012627729845874598
269,0.16785598083937484,39,10,0.000012627729845874598
270,0.16829670525161944,39,27,0.000012627729845874598
271,0.16874001617636566,37,45,0.000012627729845874598
272,0.16919454111426366,38,22.5,0.000012627729845874598
273,0.16966535766443974,38,49,0.000012627729845874598
274,0.17014047898194945,38,64,0.000012627729845874598
275,0.17059961263627027,38,94,0.000012627729845874598
276,0.17107534391362858,39,56.5,0.000012627729845874598
277,0.17156759653222786,39,14.5,0.000012627729845874598
278,0.1720556928237464,39,5,0.000012627729845874598
279,0.17249319337287972,38,69,0.000013741326266801756
280,0.17294427915039504,37,38,0.000013741326266801756
281,0.173411046874864,38,27,0.000013741326266801756
282,0.17387748384853147,37,32,0.000013741326266801756
283,0.17427984146231934,35,13.5,0.000013741326266801756
284,0.1745797794249589,33,75,0.000013741326266801756
285,0.17485068789338215,33,82.5,0.000013741326266801756
286,0.175131323027185,33,28,0.000013741326266801756
287,0.17537392299690574,31,49.5,0.000013741326266801756
288,0.1756134071939375,31,41.5,0.000013741326266801756
289,0.17582699033398722,31,40.5,0.000014918539938964106
290,0.1760121132953142,31,91.5,0.000014918539938964106
291,0.17620730957713548,32,94.5,0.000014918539938964106
292,0.1764114334798799,32,40.5,0.000014918539938964106
293,0.1766263163557153,33,10,0.000014918539938964106
294,0.17685241766256712,34,3,0.000016161138008229292
295,0.17704292040496386,32,55.5,0.000016161138008229292
296,0.17722523802222592,32,43.5,0.000016161138008229292
297,0.17499978081213793,32,45,0.000016161138008229292
298,0.17516500747814115,31,11.5,0.000016161138008229292
299,0.1753399893783823,32,37,0.000016161138008229292
300,0.17552517183362024,33,55.5,0.000016161138008229292
301,0.17572101430178033,34,84.5,0.000016161138008229292
302,0.17592799037795517,35,57,0.000016161138008229292
303,0.17614621639924782,35,122,0.000016161138008229292
304,0.17637608113774908,36,46,0.000017470887620464963
305,0.1766184225151245,37,64,0.000017470887620464963
306,0.17687375653796752,38,14.5,0.000017470887620464963
307,0.17714261335003836,39,32,0.000017470887620464963
308,0.1774117299325517,38,67.5,0.000017470887620464963
309,0.1776807705277928,39,76,0.000017470887620464963
310,0.1779511909694322,38,3.5,0.000018849555921538758
311,0.17817790930471605,37,40,0.000018849555921538758
312,0.17840295444738763,38,17.5,0.000018849555921538758
313,0.17864077310943915,39,16.5,0.000018849555921538758
314,0.17887336013614946,37,45,0.000018849555921538758
315,0.179115963640162,38,1,0.000018849555921538758
316,0.179356574981733,36,26,0.000018849555921538758
317,0.17959884567327375,37,37,0.000020298910057318324
318,0.17984853454864258,36,23,0.000020298910057318324
319,0.18010620061498225,37,104,0.000020298910057318324
320,0.1803773965391332,38,2.5,0.000020298910057318324
321,0.1806576396610778,37,45,0.000020298910057318324
322,0.180920069363628,35,67,0.000020298910057318324
323,0.18117874476478238,34,15,0.000020298910057318324
324,0.18144553519428536,35,37.5,0.000020298910057318324
325,0.18172544550375827,36,70.5,0.000020298910057318324
326,0.1820189775626276,37,13.5,0.000021820717173671305
327,0.18232664737748677,38,31.5,0.000021820717173671305
328,0.18264898509209593,39,59.5,0.000021820717173671305
329,0.1829865349873825,40,31.5,0.000023416744416465347
330,0.18331116881352236,37,33.5,0.000023416744416465347
331,0.18365044933366198,38,42.5,0.000023416744416465347
332,0.18394111213669084,38,3.5,0.000023416744416465347
333,0.1842231795422196,38,17.5,0.000023416744416465347
334,0.1844979663067736,38,29,0.000023416744416465347
335,0.18478661515256206,39,7,0.000023416744416465347
336,0.18508955667412802,39,24.5,0.00002508875893156809
337,0.18540308634468428,38,33.5,0.00002508875893156809
338,0.18569167422394026,36,62.5,0.00002508875893156809
339,0.18595044976336045,36,32.5,0.00002508875893156809
340,0.18620384522718664,35,16.5,0.00002508875893156809
341,0.18646826620860543,35,53.5,0.00002508875893156809
342,0.1867330895102333,33,17,0.00002508875893156809
343,0.18696155820349916,33,85,0.00002683852786484718
344,0.18720186736312677,34,41.5,0.00002683852786484718
345,0.1874544905842087,35,14.5,0.00002683852786484718
346,0.18771918134989662,34,86,0.00002683852786484718
347,0.18799391127125858,34,32,0.00002683852786484718
348,0.18677237581358985,33,3,0.00002683852786484718
349,0.1870865175056649,39,35.5,0.00002683852786484718
350,0.18740835364537203,39,38.5,0.00002683852786484718
351,0.18771574277856254,38,57.5,0.00002683852786484718
352,0.18803797093012795,39,40.5,0.000028667818362170258
353,0.18837560918270782,40,1.5,0.000028667818362170258
354,0.18872396488045065,39,6.5,0.000028667818362170258
355,0.18908342326115557,39,22,0.000028667818362170258
356,0.18943714195208247,39,9,0.000028667818362170258
357,0.1897978284991654,38,24.5,0.00003057839756940498
358,0.19016534329788096,39,44.5,0.00003057839756940498
359,0.1905103864806949,37,44.5,0.00003057839756940498
360,0.19083227534025368,35,58.5,0.00003057839756940498
361,0.19115153645390737,33,37,0.00003057839756940498
362,0.19148460310012763,34,22,0.000032572032632418976
363,0.1918289249929033,34,48,0.000032572032632418976
364,0.1921765034409887,34,40,0.000032572032632418976
365,0.19252871151672302,33,42,0.000032572032632418976
366,0.1928948290921059,34,21.5,0.000032572032632418976
367,0.1932756004300718,35,56,0.000032572032632418976
368,0.19360818287832443,34,34.5,0.000032572032632418976
369,0.19390859266891058,33,18.5,0.0000346504906970799
370,0.19417321009804497,32,33,0.0000346504906970799
371,0.19443918204448682,31,35,0.0000346504906970799
372,0.19469649379808004,29,7.5,0.0000346504906970799
373,0.19490817931799223,29,20,0.0000346504906970799
374,0.19511682534701205,29,20.5,0.0000346504906970799
375,0.19533530436468804,30,82,0.00003681553890925539
376,0.19553134769842845,30,28,0.00003681553890925539
377,0.1957355128345766,30,27,0.00003681553890925539
378,0.195949602850966,31,36.5,0.00003681553890925539
379,0.1961740489311884,32,2.5,0.00003681553890925539
380,0.19452287348372982,35,61,0.00003681553890925539
381,0.19478935701890046,36,44.5,0.000039068944414813097
382,0.19504652946249443,33,10.5,0.000039068944414813097
383,0.18987987884894597,32,49.5,0.000039068944414813097
384,0.19018656436355685,37,20.5,0.000039068944414813097
385,0.19049978831787795,38,9,0.000039068944414813097
386,0.1907588144974871,36,56.5,0.000039068944414813097
387,0.19103050109914066,37,44.5,0.00004141247435962065
388,0.1912839425087594,35,44,0.00004141247435962065
389,0.19153365730226757,35,17.5,0.00004141247435962065
390,0.19177942988786936,36,65,0.00004141247435962065
391,0.1920352990613859,34,28,0.00004141247435962065
392,0.19230183148759214,35,29.5,0.00004141247435962065
393,0.19256699879361566,33,9,0.00004141247435962065
394,0.19284277074199085,33,16,0.00004141247435962065
395,0.19310201310244446,31,10.5,0.00004384789588954572
396,0.19337289094033924,32,58,0.00004384789588954572
397,0.19364767770489322,32,35.5,0.00004384789588954572
398,0.18734501265794073,36,59.5,0.00004637697615045592
399,0.18767636340552352,37,32.5,0.00004637697615045592
400,0.18802204276084983,38,50,0.00004637697615045592
401,0.18835452507083658,38,24,0.00004637697615045592
402,0.18870151270315352,39,23.5,0.00004637697615045592
403,0.18899010323312834,35,28,0.00004637697615045592
404,0.18926356993971924,34,42,0.00004637697615045592
405,0.18954380304783738,35,0.5,0.00004637697615045592
406,0.18983128587187748,33,68,0.00004637697615045592
407,0.19012453106406763,33,36.5,0.00004637697615045592
408,0.1904303094437997,34,15,0.00004637697615045592
409,0.19071510767874256,33,15.5,0.00004900148228821892
410,0.1910110957758437,33,28.5,0.00004900148228821892
411,0.19131857061560875,34,6.5,0.00004900148228821892
412,0.19163888259200507,35,37.5,0.00004900148228821892
413,0.19197251943729202,36,4,0.00004900148228821892
414,0.19231004223634182,36,19,0.00004900148228821892
415,0.1926516930881385,36,31,0.00005172318144870235
416,0.19300713533533495,37,2.5,0.00005172318144870235
417,0.19337242942074354,36,14.5,0.00005172318144870235
418,0.19374733088918578,36,24,0.00005172318144870235
419,0.19409510873022998,33,51.5,0.00005172318144870235
420,0.19445342612375302,34,13,0.00005172318144870235
421,0.194825478364008,35,15.5,0.00005172318144870235
422,0.19519721899754172,34,41,0.00005172318144870235
423,0.1955819431462893,34,26.5,0.00005172318144870235
424,0.19588021586847287,33,23,0.00005172318144870235
425,0.1961340513516202,31,30,0.00005454384077777386
426,0.19632555135333485,30,22,0.00005454384077777386
427,0.19652694089237352,31,40.5,0.00005454384077777386
428,0.19671296539261737,31,15.5,0.00005454384077777386
429,0.19688316186184893,32,86,0.00005454384077777386
430,0.1970633609657401,33,59,0.0000574652274213011
431,0.19725074852449648,32,13,0.0000574652274213011
432,0.1974365376998155,31,54.5,0.0000574652274213011
433,0.19760374239109316,28,41.5,0.0000574652274213011
434,0.1977780580773424,29,16,0.0000604891085251517
435,0.1979561625243316,29,1.5,0.0000604891085251517
436,0.1981436122277177,30,60,0.0000604891085251517
437,0.19833898522412566,29,18.5,0.0000604891085251517
438,0.19850398981879822,29,20.5,0.0000604891085251517
439,0.1986723166477018,29,48.5,0.0000604891085251517
440,0.19884991097858398,30,4.5,0.0000604891085251517
441,0.195825221405499,29,76.5,0.0000636172512351933
442,0.19599619041199903,32,5,0.0000636172512351933
443,0.19615185564076104,32,63,0.0000636172512351933
444,0.19631368555788226,30,29,0.00006685142269729358
445,0.19388081873183333,35,44,0.00007019339005732014
446,0.19406022527080266,33,10,0.00007019339005732014
447,0.19422682088580467,32,15,0.00007019339005732014
448,0.19438218540524485,31,27,0.00007019339005732014
449,0.19454506058914686,32,6,0.00007019339005732014
450,0.19267684016288383,30,25,0.00007019339005732014
451,0.19286114611377134,36,17.5,0.00007019339005732014
452,0.19305273123301195,36,52,0.00007019339005732014
453,0.1932517757694843,37,16,0.00007364492046114066
454,0.193444419703624,36,50,0.00007364492046114066
455,0.19362676765689013,35,26.5,0.00007364492046114066
456,0.19381338768529136,34,5,0.00007364492046114066
457,0.19398628052459255,34,43.5,0.00007364492046114066
458,0.19414539345494236,35,37.5,0.00007364492046114066
459,0.19431171634043215,35,42.5,0.00007720778105462276
460,0.1944794034625317,35,20.5,0.00007720778105462276
461,0.1946575046697536,35,59.5,0.00007720778105462276
462,0.19484563973121208,35,16,0.00007720778105462276
463,0.19503821032879815,35,83,0.00007720778105462276
464,0.19522381100855804,34,1.5,0.00007720778105462276
465,0.19539520295196922,33,88,0.00007720778105462276
466,0.19553652779201525,32,28.5,0.00007720778105462276
467,0.19568740287737865,33,50,0.00008088373898363408
468,0.19583640478812234,33,56,0.00008088373898363408
469,0.19599207914713804,32,42,0.00008088373898363408
470,0.19615675210743594,33,15,0.00008088373898363408
471,0.19631264588706354,33,10,0.00008088373898363408
472,0.1964786059186018,34,7,0.00008088373898363408
473,0.19665208191603945,34,19,0.00008088373898363408
474,0.19680603212973688,33,25.5,0.00008088373898363408
475,0.19694229262425056,31,2.5,0.00008467456139404229
476,0.19707561376613772,31,28.5,0.00008467456139404229
477,0.19721697218195527,32,16,0.00008467456139404229
478,0.19736096659035876,30,18,0.00008467456139404229
479,0.19750727743247035,30,19.5,0.00008858201543171503
480,0.19764943312559846,29,28,0.00008858201543171503
481,0.19779784628224398,29,51,0.00008858201543171503
482,0.19795498589970817,30,17.5,0.00008858201543171503
483,0.19812160507665505,31,59,0.00008858201543171503
484,0.1982981349966763,32,16,0.00009260786824251992
485,0.19848419896317784,32,2.5,0.00009260786824251992
486,0.19867907185730518,32,60,0.00009260786824251992
487,0.1988634408363954,32,36,0.00009260786824251992
488,0.19904132733539437,31,11,0.00009260786824251992
489,0.19922255756889917,31,21.5,0.00009260786824251992
490,0.19938207812089578,31,67.5,0.00009260786824251992
491,0.19955127055675026,31,80,0.00009260786824251992
492,0.1997292527761504,31,48.5,0.00009260786824251992
493,0.19991533029077027,31,20,0.00009260786824251992
494,0.20011101430485081,32,12,0.00009260786824251992
495,0.20031168167027827,32,31,0.00009675388697232463
496,0.20049910545552496,30,26,0.00009675388697232463
497,0.19902139304643435,34,40,0.00009675388697232463
498,0.19921545835490032,35,3,0.00009675388697232463
499,0.1994175394370218,35,31.5,0.00010102183876699678
500,0.1996265168058918,33,43.5,0.00010102183876699678
501,0.19983125744254412,31,35,0.00010102183876699678
502,0.20003290645750102,30,15.5,0.00010102183876699678
503,0.2002448511588071,31,10.5,0.00010102183876699678
504,0.20044896033533605,30,24.5,0.00010102183876699678
505,0.2006386384096612,30,58,0.00010102183876699678
506,0.2008131802905813,28,27.5,0.00010102183876699678
507,0.20098187115153374,29,19.5,0.00010102183876699678
508,0.2011566978374629,29,9.5,0.00010102183876699678
509,0.20133777344570436,30,13,0.00010102183876699678
510,0.20152823672184342,31,16.5,0.00010102183876699678
511,0.20170725213252744,30,29,0.00010541349077240404
512,0.20188911294258285,31,17.5,0.00010541349077240404
513,0.19702897319072868,33,1,0.00010541349077240404
514,0.1972438575391855,32,69.5,0.00010541349077240404
515,0.19744307908476896,31,12.5,0.00010993061013441405
516,0.19762484446894735,31,19.5,0.00010993061013441405
517,0.19515626804277783,30,20.5,0.00010993061013441405
518,0.19533308482947825,33,2,0.00010993061013441405
519,0.19552068886360344,34,7,0.00010993061013441405
520,0.19571953577426288,34,48.5,0.00010993061013441405
521,0.19590463752983944,34,25,0.00010993061013441405
522,0.19609028592253774,30,38.5,0.00011457496399889443
523,0.19259694308034286,30,62,0.00011457496399889443
524,0.19281845334223052,34,29.5,0.00011457496399889443
525,0.1930521080195693,35,39,0.00011457496399889443
526,0.1932807593179081,33,33.5,0.00011457496399889443
527,0.1935095310766902,31,27,0.00011934831951171285
