"t","V [м³]","N активних","T життя [с]","V вкінці [м³]"
221,0.1776980711803615,57,28.5,0.00008467456139404229
222,0.1787179464311495,55,60.5,0.00008467456139404229
223,0.17942141156361704,54,91,0.00008858201543171503
224,0.17924692652588886,50,22.5,0.00008858201543171503
225,0.1799119718455237,53,48,0.00008858201543171503
226,0.18052725109775816,50,81,0.00008858201543171503
227,0.18115323395251293,51,10.5,0.00008858201543171503
228,0.18045521958147415,54,71,0.00009260786824251992
229,0.1811451860757073,55,76,0.00009260786824251992
230,0.18175242010185502,55,79,0.00009260786824251992
231,0.1823395587342445,52,47,0.00009675388697232463
232,0.18291237936176574,52,83,0.00009675388697232463
233,0.18345342376134363,50,65.5,0.00010102183876699678
234,0.18194081935162063,53,45.5,0.00010541349077240404
235,0.18217732826405988,52,98.5,0.00010541349077240404
236,0.18281615473498078,54,43.5,0.00010541349077240404
237,0.18195377400345208,56,39.5,0.00010993061013441405
238,0.17080557054190132,51,49,0.00010993061013441405
239,0.1714911244729029,55,22.5,0.00010993061013441405
240,0.17220361736455964,56,31.5,0.00010993061013441405
241,0.1729438338296365,57,36.5,0.00010993061013441405
242,0.17369079902478193,57,23,0.00010993061013441405
243,0.17416482912971842,59,48,0.00011457496399889443
244,0.17496017053203922,57,86,0.00011457496399889443
245,0.17571621679527416,56,25.5,0.00011457496399889443
246,0.17647774798475793,56,41.5,0.00011457496399889443
247,0.1764694185427108,58,32,0.00011457496399889443
248,0.17723629004700667,56,63.5,0.00011934831951171285
249,0.17803043921491543,56,57.5,0.00011934831951171285
250,0.1788477238565234,56,76.5,0.00011934831951171285
251,0.17368724823968532,58,92,0.00011934831951171285
252,0.17455503614304468,59,59,0.00011934831951171285
253,0.1729988550943229,58,32,0.00012425244381873693
254,0.16803606714045494,61,21.5,0.00012425244381873693
255,0.1689887681699005,62,52,0.00012425244381873693
256,0.16992519732019679,62,105.5,0.00012425244381873693
257,0.1674983862085118,60,62,0.00012425244381873693
258,0.16838347859325586,60,68.5,0.00012928910406583433
259,0.16883154107871587,61,113,0.00012928910406583433
260,0.16785309214493002,59,29.5,0.00013446006739887273
261,0.16867055085040603,60,81,0.00013446006739887273
262,0.16948823575055305,60,66.5,0.00013446006739887273
263,0.1703069017111809,61,57,0.0001397671009637197
264,0.17114736747775636,61,32,0.0001397671009637197
265,0.1719863294031984,61,48,0.0001397671009637197
266,0.17273630640395088,61,39,0.0001397671009637197
267,0.17351660114825737,62,82,0.0001397671009637197
268,0.17432808307188452,63,67,0.0001397671009637197
269,0.1751307604857507,62,22,0.0001397671009637197
270,0.17596507746827958,63,69.5,0.00014521197190624295
271,0.17683191759240532,64,55,0.00015079644737231007
272,0.17762592656674192,61,75,0.00015079644737231007
273,0.17843320798464185,59,20.5,0.00015079644737231007
274,0.17925707347746098,59,87,0.00015079644737231007
275,0.1800914461250848,57,34.5,0.00015079644737231007
276,0.18089051149279736,55,53,0.00015079644737231007
277,0.1799692444540454,51,143.5,0.00015652229450778874
278,0.17630610068876898,49,64.5,0.00015652229450778874
279,0.17707577429736227,52,55.5,0.00015652229450778874
280,0.17782431284137845,52,40,0.00015652229450778874
281,0.17859997412922002,53,87,0.00015652229450778874
282,0.17935994139461098,53,59,0.0001623912804585466
283,0.18005183054354815,52,58,0.0001623912804585466
284,0.1758678953429587,55,112.5,0.0001623912804585466
285,0.17529624014813722,55,61,0.0001623912804585466
286,0.17613616605165014,57,59.5,0.0001684051723704513
287,0.17699769560791917,57,65.5,0.0001684051723704513
288,0.1741316041366878,58,33,0.0001684051723704513
289,0.17501044701007087,58,43,0.0001684051723704513
290,0.17587032104518632,57,72,0.0001684051723704513
291,0.17669915545766093,53,63.5,0.00017456573738937044
292,0.1732778034873952,55,57,0.00017456573738937044
293,0.17404607545479106,54,100,0.00017456573738937044
294,0.17388957348246079,52,70.5,0.00017456573738937044
295,0.17474069543314238,56,57.5,0.0001808747426611717
296,0.1743960498581487,57,44,0.0001808747426611717
297,0.17527915066949978,57,72,0.0001808747426611717
298,0.17619252681290407,58,28.5,0.0001808747426611717
299,0.17711904345298016,57,22.5,0.0001808747426611717
300,0.17805736403840347,57,30.5,0.0001808747426611717
301,0.17829620352171788,56,85,0.0001808747426611717
302,0.17929884586052897,59,87.5,0.00018733395533172278
303,0.18033463337628222,60,73.5,0.00018733395533172278
304,0.1813747574679946,59,28,0.00018733395533172278
305,0.18239830720409014,59,73.5,0.00018733395533172278
306,0.18230182251233834,61,70,0.00018733395533172278
307,0.18326216615313703,61,81.5,0.0001939451425468912
308,0.18435601324637182,63,37,0.0001939451425468912
309,0.18322743996969196,64,63.5,0.0001939451425468912
310,0.18430083028783845,62,44.5,0.0001939451425468912
311,0.18536025308504722,62,23,0.0001939451425468912
312,0.186427110264921,62,100.5,0.0001939451425468912
313,0.18723391190271788,61,60.5,0.00020071007145254472
314,0.18598365796850536,62,35.5,0.00020071007145254472
315,0.18704065447443777,59,34,0.00020071007145254472
316,0.18276388226569157,61,70.5,0.00020071007145254472
317,0.1838464331734917,62,45.5,0.00020763050919455088
318,0.18415631722212294,61,50.5,0.00020763050919455088
319,0.18523305539811571,64,16,0.00020763050919455088
320,0.1863218310772347,62,67,0.00021470822291877744
321,0.1570722841997486,61,25.5,0.00021470822291877744
322,0.15083779976371028,58,27,0.0002219449797710919
323,0.15196785685387015,62,54,0.0002219449797710919
324,0.15285995125959045,61,28,0.0002219449797710919
325,0.15404903219982696,64,51.5,0.0002219449797710919
326,0.15523798590556098,63,57.5,0.0002219449797710919
327,0.1562144756636282,63,57,0.00022934254689736206
328,0.15722846307890953,71,73.5,0.00022934254689736206
329,0.15269467157921116,70,56.5,0.00022934254689736206
330,0.15171957874995234,68,56.5,0.00022934254689736206
331,0.15301647473219546,72,59,0.00022934254689736206
332,0.15429364671583679,67,37.5,0.0002369026914434555
333,0.155580260559849,68,59,0.0002369026914434555
334,0.15533990486538007,68,39,0.0002369026914434555
335,0.15648699547455833,59,20,0.0002369026914434555
336,0.15759339460489083,60,70.5,0.0002369026914434555
337,0.1586223485675739,60,71,0.0002369026914434555
338,0.15807587402326903,61,67,0.0002369026914434555
339,0.1584365764746649,60,86.5,0.00024462718055523984
340,0.15889503301759403,62,89,0.00024462718055523984
341,0.16002546503720222,65,63.5,0.0002525177813785827
342,0.1571279378081313,69,80.5,0.0002525177813785827
343,0.1582682902901161,68,64.5,0.0002525177813785827
344,0.1594453222407785,69,47.5,0.0002525177813785827
345,0.15917600567625767,70,116,0.0002605762610593518
346,0.16040702540579807,70,50,0.0002605762610593518
347,0.16164363137795043,69,7.5,0.0002605762610593518
348,0.16134444356873173,70,116.5,0.0002605762610593518
349,0.16251519390488312,69,26,0.00026880438674341473
350,0.16356068776383867,64,27,0.00026880438674341473
351,0.16462769485658688,65,49.5,0.0002772039255766392
352,0.16572940928322435,66,36,0.0002772039255766392
353,0.16686284957414788,66,49.5,0.0002857766447048928
354,0.16773671881548646,61,106.5,0.0002857766447048928
355,0.1676427119567654,61,40,0.0002857766447048928
356,0.1684712595025609,60,67,0.0002857766447048928
357,0.169296018287616,60,91.5,0.0002857766447048928
358,0.17014268644166256,61,70.5,0.0002857766447048928
359,0.17096997872484335,58,51,0.0002857766447048928
360,0.17179351523400677,58,103,0.0002945243112740431
361,0.16917510457138984,55,23.5,0.0002945243112740431
362,0.16756970821572997,54,84,0.0002945243112740431
363,0.16833553798753675,54,33,0.00030344869242995793
364,0.1691182460640498,55,16.5,0.00030344869242995793
365,0.1699293916409136,56,49.5,0.00030344869242995793
366,0.17076975933089336,57,87.5,0.00030344869242995793
367,0.17161242372145247,56,55,0.00030344869242995793
368,0.16718429370199667,57,47.5,0.00030344869242995793
369,0.1665608885240142,54,61.5,0.00030344869242995793
370,0.1671544734100045,57,86.5,0.00031255155531850477
371,0.16799905515383007,56,97.5,0.00031255155531850477
372,0.16887201225337659,56,13,0.00031255155531850477
373,0.16848746953160476,53,56,0.00031255155531850477
374,0.16934052532891422,57,76,0.00031255155531850477
375,0.16982367272843038,57,52,0.0003218346670855513
376,0.17058685178143573,57,58,0.0003218346670855513
377,0.17144388984195796,54,45,0.0003218346670855513
378,0.17202353813206314,54,82,0.0003218346670855513
379,0.1729402376877958,57,63.5,0.0003218346670855513
380,0.173884679961029,57,47,0.0003312997948769652
381,0.17424995902569765,56,36.5,0.0003312997948769652
382,0.17525149454214692,58,84,0.0003312997948769652
383,0.17627400990886122,58,11,0.0003312997948769652
384,0.1773061473848248,58,99,0.00034094870583861416
385,0.17831878146089583,56,39,0.00034094870583861416
386,0.17902607069702092,59,7,0.00034094870583861416
387,0.17782443153467598,57,72.5,0.00034094870583861416
388,0.17888471611001944,61,65,0.00035078316711636574
389,0.17996701961739808,62,47,0.00035078316711636574
390,0.18075428427953086,55,55,0.00035078316711636574
391,0.1797805883790803,53,46.5,0.00035078316711636574
392,0.18063455720175478,56,47.5,0.00035078316711636574
393,0.18148195047465573,55,41.5,0.00035078316711636574
394,0.1823219709204725,55,41,0.00035078316711636574
395,0.18315601281729477,54,87.5,0.0003608049458560876
396,0.18359185372193415,54,34,0.0003608049458560876
397,0.18436216085232102,53,93.5,0.0003608049458560876
398,0.18514860879853862,53,67.5,0.0003710158092036474
399,0.18556530709556668,52,45,0.0003814175243049128
400,0.18640392590018617,55,87,0.0003814175243049128
401,0.18721389308528047,53,18,0.00039201185830575134
402,0.18801289336312027,53,46.5,0.00039201185830575134
403,0.18595129534265814,53,47.5,0.00039201185830575134
404,0.18679674652225065,56,50,0.00039201185830575134
405,0.18648630169933064,56,34,0.00040280057835203085
406,0.18731908951163553,56,52.5,0.00040280057835203085
407,0.18814455427146476,56,49.5,0.00040280057835203085
408,0.18826607942016113,56,77.5,0.0004137854515896188
409,0.18905016351425646,57,55,0.0004137854515896188
410,0.18902337976791347,58,14,0.0004137854515896188
411,0.18848141439081426,58,54,0.0004137854515896188
412,0.18736861848696518,55,74.5,0.00042496824516438295
413,0.18815761760276706,58,89,0.00042496824516438295
414,0.18897015362890435,58,61,0.00042496824516438295
415,0.18742823786519916,57,48.5,0.00042496824516438295
416,0.1881363349815101,53,36,0.0004363507262221909
417,0.18877562562274552,53,53,0.0004363507262221909
418,0.18935057595556143,48,69.5,0.0004363507262221909
419,0.1898519199506011,47,19.5,0.0004363507262221909
420,0.19037216916665717,48,61,0.0004479346619089103
421,0.18865472044772433,47,24,0.0004479346619089103
422,0.18925713075470196,50,100.5,0.0004479346619089103
423,0.18988257109567544,51,65.5,0.0004479346619089103
424,0.1904759389172484,50,16.5,0.0004597218193704088
425,0.19096771764623072,47,74,0.0004597218193704088
426,0.19030200257831217,50,29,0.0004597218193704088
427,0.19055190174403927,53,91,0.000471713965752554
428,0.18930619762138728,54,37,0.0004839128682012136
429,0.19011841379412264,58,104,0.0004839128682012136
430,0.19093707298069137,58,43.5,0.0004963202938622552
431,0.19174120828989813,55,65.5,0.0005217677834049551
432,0.19256010456853756,56,52,0.0005348113815783486
433,0.19270405479829422,55,87.5,0.0005348113815783486
434,0.19357814552191488,57,125.5,0.0005348113815783486
435,0.19440564956807552,56,66,0.0005348113815783486
436,0.1952419643090078,55,33.5,0.0005480705715475947
437,0.19609896378684522,56,58,0.0005480705715475947
438,0.19533346270416982,58,74.5,0.0005480705715475947
439,0.19624125466663223,57,41.5,0.0005480705715475947
440,0.19598907941702773,53,58.5,0.0005480705715475947
441,0.19692584432503882,56,22.5,0.0005615471204585611
442,0.1976223692866355,55,64,0.0005615471204585611
443,0.19872238843133727,59,29,0.0005615471204585611
444,0.19983329584530243,57,65.5,0.0005615471204585611
445,0.20092327701242738,54,10,0.0005752427954571154
446,0.20076632206170628,53,39,0.0005752427954571154
447,0.19973554764425525,58,50.5,0.0005752427954571154
448,0.20073242437514885,58,44.5,0.0005752427954571154
449,0.20197715450590342,57,36,0.0005891593636891253
450,0.20090569773986028,57,48,0.0005891593636891253
451,0.20201555281846134,56,78.5,0.0005891593636891253
452,0.20310359277585072,56,37.5,0.0006032985923004582
453,0.20413766350939344,54,75.5,0.0006032985923004582
454,0.20513907061324305,53,73.5,0.0006176622484369821
455,0.2056880751213818,52,33,0.0006322520992445643
456,0.19387622768686918,52,12,0.0006322520992445643
457,0.1948670319155129,53,43,0.0006322520992445643
458,0.18915915135207048,53,66,0.0006621174534563748
459,0.18792276244433556,56,36,0.0006621174534563748
460,0.18736995444924118,57,76,0.0006621174534563748
461,0.1828961710998677,62,53,0.0006621174534563748
462,0.18381325707149673,62,80,0.0006621174534563748
463,0.1845104123151195,63,32,0.0006621174534563748
464,0.18537452102078245,62,62,0.0006621174534563748
465,0.1813352800183599,59,37.5,0.0006929087921028309
466,0.18167726397715275,63,43.5,0.0007086561234537202
467,0.1799718730835235,66,80,0.0007086561234537202
468,0.18099872797144018,69,19,0.0007086561234537202
469,0.18202496877616772,66,62.5,0.0007246402523508737
470,0.18201774556743366,63,47,0.0007246402523508737
471,0.18276499704020974,66,74,0.0007408629459401593
472,0.1826768694757903,63,28,0.0007408629459401593
473,0.18339998438673313,63,124,0.0007573259713674446
474,0.18411007572715574,62,54.5,0.0007573259713674446
475,0.18484907109443804,63,41,0.0008081747101359743
476,0.18556311436206924,63,99,0.0008081747101359743
477,0.17880363327260138,64,46.5,0.0008256167343739343
478,0.17927243350934238,68,86,0.0008256167343739343
479,0.1799297036816839,66,53,0.0008433079261792323
480,0.180422750043302,69,60.5,0.0008433079261792323
481,0.18121913877407383,72,51,0.0008433079261792323
482,0.18199988384605215,69,61,0.0008612500526977358
483,0.18273857438067245,67,18.5,0.0008794448810753124
484,0.1834266756524422,68,76,0.0008978941784578297
485,0.1841978012658901,64,73,0.0008978941784578297
486,0.1845843388008222,64,50.5,0.0008978941784578297
487,0.1853135017684971,62,52.5,0.0008978941784578297
488,0.18468434983215296,57,43.5,0.0009165997119911554
489,0.18432459133117488,62,44,0.0009165997119911554
490,0.18430656497070338,58,33,0.0009355632488211573
491,0.18332772814839957,60,16,0.0009355632488211573
492,0.18400692565571533,64,26,0.0009547865560937028
493,0.18424221288131157,64,43,0.0009547865560937028
494,0.18495868950880245,62,19.5,0.0009742714009546595
495,0.18566700634024957,61,12,0.001014032772025278
496,0.18637578410224392,60,30,0.001014032772025278
497,0.18702330493083347,57,30,0.0010967717196456272
498,0.18567119182523711,59,19.5,0.0010967717196456272
499,0.18632934674860965,58,48,0.0010967717196456272
500,0.18287757454032957,56,72.5,0.0010967717196456272
501,0.1834483326140989,52,91,0.0011397775705292404
502,0.1831378989831028,51,34.5,0.0011397775705292404
503,0.18091630799364888,55,56.5,0.0011616957752499436
504,0.179661953691975,55,74,0.0011616957752499436
505,0.1802542965689446,56,56.5,0.0011838931890177343
506,0.18080090276561656,53,3.5,0.0011838931890177343
507,0.18122120898545777,52,53.5,0.0012063715789784805
508,0.18176744702674064,53,17.5,0.0012063715789784805
509,0.18073681133024017,55,88,0.00125217835606231
510,0.1798510415395803,53,30,0.0012755102774771284
511,0.17994828875477392,55,68.5,0.0012755102774771284
512,0.18059446419630967,56,91,0.0012991302436683727
513,0.18117402736888885,53,68,0.0013472413789636104
514,0.18168591857403957,49,64.5,0.0013965258991149635
515,0.17990751127482948,51,14,0.0013965258991149635
516,0.1796490152389806,50,51.5,0.0015249635333969046
517,0.1803331719466497,53,67,0.0015784662307343248
518,0.17933882812483298,50,46,0.001661044073556407
519,0.1799382012971128,51,22.5,0.0017176657833502195
520,0.1798675134007369,50,44,0.0017755598381687353
521,0.18040723774235154,49,56.5,0.0018049884128269267
522,0.18084748119639588,48,69,0.0019259542598561565
523,0.1813074177239892,48,57,0.0022862131576391422
524,0.1808893210255311,47,79.5,0.0022862131576391422
525,0.181425914573717,51,71,0.002321027992901913
526,0.1819560500873296,49,11.5,0.0023917144166563055
527,0.1810403654623735,49,46,0.0026503983590157217
528,0.18119316820935422,47,40,0.002927093052058168
529,0.1810190357172267,48,53.5,0.0030095415987076014
530,0.18035039366670266,51,25,0.00367777455496327
531,0.1809275544044748,52,14,0.004657386859778573
532,0.1803731636357316,53,3.5,0.0052969396276509985
533,0.18094453461459278,50,46.5,0.014918539938964106
