"t","S [м²]","N активних","T життя [с]"
763,0.7381988753699099,6,1.25
764,0.7383009771311515,4,2.25
765,0.7383473156227921,5,3.5
766,0.738477691717916,4,3.25
767,0.7385177470242493,5,1.75
768,0.7386858222312163,6,3
769,0.7387455124916344,6,2.75
770,0.7389701363663661,6,2
771,0.7390573155625033,7,1.25
772,0.739300003594993,6,5.75
773,0.7393471274847969,6,1
774,0.7394641518111431,3,5.5
775,0.739475932783594,3,1
776,0.7395403354329926,4,0.25
777,0.7395646827760579,3,1
778,0.7396667845372995,4,2.5
779,0.7397060544454694,4,8.25
780,0.7398623486799855,5,0.25
781,0.7399275367275475,5,5.5
782,0.7401710101582006,6,1
783,0.7402707557249522,7,1
784,0.7405000919886642,5,2.25
785,0.7405699924252065,5,0.25
786,0.7407050809093109,4,4.25
787,0.7407624149752389,5,0.75
788,0.7409768286738463,5,2.25
789,0.7410467291103887,5,3.25
790,0.7413043397079829,6,0.25
791,0.7414064414692249,6,3
792,0.7416978241878451,6,0.5
793,0.7417873595784725,6,2
794,0.742096806454851,6,1.5
795,0.7421910542344587,6,0.25
796,0.7422884436067201,4,1.5
797,0.742300224579171,3,4.25
798,0.7423292843112167,3,0.75
799,0.7423481338671383,4,3.75
800,0.742395257756942,3,7
801,0.742418819701844,4,0.75
802,0.7425224922594125,4,3.25
803,0.742567259954726,5,1.5
804,0.7427494723286342,6,0.25
805,0.7428264413486473,6,6.5
806,0.7429811647868364,4,0.25
807,0.7430251470839868,4,0.75
808,0.7431900806983002,4,1.25
809,0.7432340629954504,4,2.75
810,0.7434044943969077,5,1
811,0.743468111648143,5,0.25
812,0.7436880231338941,4,2.25
813,0.7437704899410508,5,1.25
814,0.7440029677974164,4,2.5
815,0.7440540186780373,5,3
816,0.7442244500794944,5,2.5
817,0.7442817841454226,5,2
818,0.7444168726295268,5,2.25
819,0.7444639965193307,6,7.25
820,0.7446085097813958,6,3.25
821,0.744642281902422,5,4
822,0.744737315080193,5,1.25
823,0.7447695164048923,5,2.25
824,0.7449140296669574,6,0.75
825,0.7449721491310489,6,0.5
826,0.745181850440676,5,0.5
827,0.7452438968955843,5,2.5
828,0.7454119721025513,4,0.25
829,0.7454520274088847,3,2
830,0.7456012530599301,4,1.25
831,0.7456632995148386,5,2.25
832,0.7458627906483415,5,0.25
833,0.7459154123252892,3,2.75
834,0.745958609224276,3,0.75
835,0.745982171169178,4,8.75
836,0.7460292950589817,3,0.5
837,0.7460528570038837,4,2.5
838,0.7461274698294064,3,3
839,0.7461510317743083,4,5.75
840,0.7462602021190206,5,4.75
841,0.7463120383978048,6,5
842,0.746490323780896,6,1
843,0.746563365810092,7,5.75
